internship_title,internship_company,required_skills,internship_location,required_education,Stipend,mode,duration
QA Engineer,GOOGLE IT SERVICES INDIA PRIVATE LIMITED,"Machine Learning, Java, DevOps",Kolkata,B.Com,"2,790.00",hybrid,11 months
Power Plant Operator,TANJORE POWER LIMITED,"Energy Efficiency, Thermal Power",Chennai,MBA,"5,200.00",online,8 months
QA Engineer,POLYCAB INDIA LIMITED,"SQL, Cybersecurity, DevOps",Remote,Diploma,"2,283.00",in-person,3 months
Environmental Officer,NORTHERN COALFIELDS LIMITED,"Exploration, Geology, Surveying, Safety Management",Chennai,MBA,"8,078.00",online,11 months
Safety Officer,OIL INDIA LIMITED,"Pipeline Maintenance, Reservoir Engineering, Field Operations",Chennai,MBA,"3,147.00",hybrid,11 months
Transportation Specialist,ADANI HARBOUR SERVICES LIMITED,"Supply Chain Management, Warehouse Operations, Transportation",Mumbai,M.Sc,"9,071.00",hybrid,12 months
QA Engineer,CAPGEMINI TECHNOLOGY SERVICES INDIA LIMITED,"DevOps, Cloud Computing, Machine Learning, SQL",Jaipur,PhD,"7,649.00",online,3 months
DevOps Engineer,WIPRO ENTERPRISES PRIVATE LIMITED,"Python, Machine Learning, SQL",Mumbai,BCA,"6,253.00",in-person,9 months
IT Support,INFOSYS LIMITED,"SQL, DevOps, Cloud Computing, Cybersecurity",Ahmedabad,B.Com,"5,130.00",online,6 months
Consumer Insights Analyst,ALKEM LABORATORIES LIMITED,"Consumer Insights, Distribution, Brand Management, Retail Management",Pune,Diploma,"6,169.00",in-person,5 months
Safety Officer,WESTERN COALFIELDS LIMITED,"Surveying, Ore Processing",Chennai,M.Sc,"8,659.00",in-person,6 months
Ore Processing Technician,MAHANADI COALFIELDS LIMITED,"Exploration, Mineral Processing, Geology",Chennai,Diploma,"7,472.00",in-person,10 months
Web Developer,HDFC SECURITIES LIMITED,"Python, JavaScript, React, DevOps",Chennai,PhD,"7,911.00",in-person,4 months
Data Analyst,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LIMITED,"Cloud Computing, Java, DevOps, Data Analysis",Delhi,Diploma,"2,398.00",hybrid,7 months
Software Developer,PRESTIGE ESTATES PROJECTS LIMITED,"Cybersecurity, Java, SQL",Pune,B.Com,"1,635.00",in-person,11 months
Surveyor,MSPL LIMITED,"Estimation, Structural Design",Jaipur,MBA,"5,371.00",online,12 months
Network Engineer,INDUS TOWERS LIMITED,"Optical Fiber, Wireless Communication",Lucknow,MBA,"3,199.00",hybrid,9 months
Construction Manager,G R INFRAPROJECTS LIMITED,"Estimation, Structural Design, Construction Management, Quality Control",Mumbai,B.Tech,"9,645.00",hybrid,4 months
Civil Engineer,GHCL LIMITED,"Structural Design, Estimation",Ahmedabad,M.Sc,"8,308.00",hybrid,7 months
IT Support,TATA CAPITAL HOUSING FINANCE LIMITED,"Cloud Computing, JavaScript",Hyderabad,BA,"4,553.00",hybrid,6 months
IT Support,ECGC LIMITED,"Cloud Computing, Java, JavaScript",Pune,BCA,"9,641.00",hybrid,4 months
IT Support,NOVATEUR ELECTRICAL & DIGITAL SYSTEMS PRIVATE LIMITED,"Cloud Computing, Machine Learning",Kolkata,B.Tech,"9,521.00",online,7 months
Exploration Geologist,JINDAL ALUMINIUM LIMITED,"Ore Processing, Exploration, Geology",Hyderabad,B.Com,"9,273.00",online,8 months
Grid Engineer,JSW ENERGY (BARMER) LIMITED,"Transmission, Thermal Power, Energy Efficiency",Chennai,BCA,"6,640.00",online,4 months
Web Developer,COCHIN SHIPYARD LIMITED,"JavaScript, Java, Cloud Computing",Bangalore,Diploma,"7,339.00",hybrid,9 months
QA Engineer,MUTHOOT FINANCE LIMITED,"Data Analysis, SQL, JavaScript, Cybersecurity",Bangalore,BCA,"4,234.00",online,2 months
Renewable Energy Specialist,ADANI TRANSMISSION (INDIA) LIMITED,"Grid Management, Maintenance, Electrical Engineering, Power Plant Operations",Jaipur,BBA,"7,085.00",in-person,9 months
Safety Officer,WESTERN COALFIELDS LIMITED,"Surveying, Ore Processing",Chennai,M.Sc,"6,954.00",in-person,11 months
Sales Executive,BHARAT BIOTECH INTERNATIONAL LIMITED,"Sales, Retail Management",Chennai,B.Sc,"2,006.00",hybrid,12 months
Environmental Officer,NORTHERN COALFIELDS LIMITED,"Exploration, Geology, Surveying, Safety Management",Chennai,MBA,"1,579.00",hybrid,7 months
Marketing Executive,HERBALIFE INTERNATIONAL INDIA PRIVATE LIMITED,"Distribution, Brand Management, Product Development",Jaipur,BCA,"6,465.00",hybrid,10 months
Sales Executive,GRANULES INDIA LIMITED,"Supply Chain, Distribution, Brand Management, Product Development",Jaipur,BBA,"1,821.00",in-person,10 months
Surveyor,ASHOKA BUILDCON LIMITED,"Safety Management, Surveying",Mumbai,B.Com,"6,238.00",hybrid,6 months
Web Developer,DELL INTERNATIONAL SERVICES INDIA PRIVATE LIMITED,"JavaScript, DevOps",Kolkata,B.Sc,"2,053.00",hybrid,9 months
Supply Chain Analyst,RSPL LIMITED,"Supply Chain, Consumer Insights",Kolkata,B.Tech,"5,136.00",online,4 months
Data Analyst,ADOBE SYSTEMS INDIA PRIVATE LIMITED,"Cloud Computing, JavaScript, Python",Delhi,BBA,"6,503.00",hybrid,7 months
Mining Engineer,MOIL LIMITED,"Exploration, Mining Engineering",Mumbai,PhD,"5,907.00",in-person,10 months
Cloud Architect,MPHASIS LIMITED,"JavaScript, React, Java, Cloud Computing",Mumbai,PhD,"5,099.00",hybrid,7 months
Cloud Architect,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LIMITED,"Cloud Computing, React, Cybersecurity",Pune,MBA,"3,785.00",hybrid,8 months
Sales Executive,BHARAT BIOTECH INTERNATIONAL LIMITED,"Marketing, Supply Chain, Brand Management, Distribution",Mumbai,BA,"7,248.00",in-person,10 months
Safety Officer,GUJARAT GAS LIMITED,"Field Operations, Refining, Reservoir Engineering",Mumbai,BBA,"5,189.00",online,6 months
Sales Executive,DR.REDDY S LABORATORIES LTD,"Product Development, Consumer Insights, Distribution, Supply Chain",Lucknow,B.Sc,"8,974.00",hybrid,6 months
Civil Engineer,GHCL LIMITED,"Structural Design, Estimation",Ahmedabad,M.Sc,"9,647.00",online,8 months
Software Developer,MUSIGMA BUSINESS SOLUTIONS PRIVATE LIMITED,"Cybersecurity, JavaScript, Machine Learning",Lucknow,B.Com,"8,973.00",in-person,5 months
Distribution Manager,SIKKA PORTS & TERMINALS LIMITED,"Warehouse Operations, Logistics Planning, Transportation, Inventory Management",Bangalore,BA,"5,713.00",hybrid,12 months
Structural Engineer,TRIDENT LIMITED,"Safety Management, Surveying, Quality Control, Estimation",Lucknow,Diploma,"4,238.00",hybrid,11 months
DevOps Engineer,ENDURANCE TECHNOLOGIES LIMITED,"Python, Cloud Computing, SQL, Data Analysis",Hyderabad,PhD,"8,218.00",in-person,8 months
Marketing Executive,EVEREST FOOD PRODUCTS PRIVATE LIMITED,"Product Development, Brand Management",Pune,B.Tech,"8,570.00",hybrid,2 months
DevOps Engineer,CITICORP SERVICES INDIA PRIVATE LIMITED,"Python, Cybersecurity, Java",Remote,BCA,"4,834.00",hybrid,7 months
IT Support,INFOSYS LIMITED,"SQL, DevOps, Cloud Computing, Cybersecurity",Ahmedabad,B.Com,"3,377.00",in-person,5 months
Retail Manager,LUPIN LIMITED,"Consumer Insights, Brand Management, Retail Management, Product Development",Chennai,BA,"5,089.00",online,6 months
Retail Manager,EMCURE PHARMACEUTICALS LIMITED,"Product Development, Brand Management, Sales, Supply Chain",Mumbai,PhD,"4,332.00",online,9 months
Sales Executive,RECKITT BENCKISER (INDIA) PRIVATE LIMITED,"Consumer Insights, Retail Management",Hyderabad,M.Sc,"4,528.00",online,12 months
Web Developer,DXC TECHNOLOGY INDIA PRIVATE LIMITED,"Python, Cybersecurity, Java, DevOps",Jaipur,Diploma,"4,538.00",in-person,4 months
Petroleum Engineer,ADANI TOTAL GAS LIMITED,"Geology, Field Operations, Pipeline Maintenance",Lucknow,MBA,"1,911.00",in-person,8 months
Software Developer,PRESTIGE ESTATES PROJECTS LIMITED,"Cybersecurity, Java, SQL",Pune,B.Com,"7,511.00",online,7 months
Civil Engineer,HEIDELBERGCEMENT INDIA LIMITED.,"Estimation, Project Management, Quality Control, Safety Management",Ahmedabad,B.Tech,"5,419.00",online,11 months
Civil Engineer,HEIDELBERGCEMENT INDIA LIMITED.,"Estimation, Project Management, Quality Control, Safety Management",Ahmedabad,B.Tech,"8,402.00",in-person,11 months
Field Engineer,GUJARAT STATE PETRONET LIMITED,"Reservoir Engineering, Drilling Operations, Field Operations",Kolkata,Diploma,"8,477.00",in-person,8 months
Cloud Architect,MACROTECH DEVELOPERS LIMITED,"DevOps, JavaScript",Jaipur,B.Sc,"4,995.00",online,12 months
Renewable Energy Specialist,KARNATAKA POWER TRANSMISSION CORPORATION LIMITED,"Energy Efficiency, Renewable Energy, Power Plant Operations",Lucknow,BCA,"2,927.00",hybrid,4 months
Cloud Architect,SKODA AUTO VOLKSWAGEN INDIA PRIVATE LIMITED,"React, Data Analysis",Remote,B.Sc,"3,171.00",online,11 months
Cloud Architect,INDIAN RAILWAY FINANCE CORPORATION LIMITED,"Java, React, JavaScript, Cloud Computing",Jaipur,BA,"5,930.00",hybrid,3 months
Mineral Processing Engineer,PRAKASH INDUSTRIES LIMITED,"Surveying, Safety Management",Chennai,BBA,"9,114.00",hybrid,6 months
Construction Manager,RASHMI CEMENT LIMITED,"Civil Engineering, Project Management, Safety Management",Pune,B.Com,"2,540.00",in-person,11 months
Civil Engineer,DALMIA CEMENT (BHARAT) LIMITED,"Estimation, Surveying",Hyderabad,BA,"2,692.00",online,6 months
R&D Engineer,HP INDIA SALES PRIVATE LIMITED,"Embedded Systems, Manufacturing, Testing",Chennai,BCA,"5,609.00",online,4 months
Project Engineer,J. K. CEMENT LIMITED,"Safety Management, Surveying",Ahmedabad,BBA,"7,570.00",hybrid,5 months
Cloud Architect,KANSAI NEROLAC PAINTS LIMITED,"Java, JavaScript",Lucknow,BBA,"3,214.00",in-person,5 months
Data Analyst,SAMMAAN CAPITAL LIMITED,"Cybersecurity, Data Analysis",Lucknow,PhD,"1,694.00",online,4 months
Mining Engineer,MOIL LIMITED,"Exploration, Mining Engineering",Mumbai,PhD,"8,001.00",in-person,4 months
IT Support,SOBHA LIMITED,"Cloud Computing, Cybersecurity",Bangalore,B.Com,"8,992.00",online,4 months
Structural Engineer,TRIDENT LIMITED,"Safety Management, Surveying, Quality Control, Estimation",Lucknow,Diploma,"8,396.00",hybrid,5 months
Construction Manager,GUJARAT FLUOROCHEMICALS LIMITED,"Project Management, Safety Management, Structural Design",Chennai,PhD,"9,656.00",in-person,10 months
Site Engineer,RAIL VIKAS NIGAM LIMITED,"Structural Design, Surveying, Construction Management, Safety Management",Pune,Diploma,"6,329.00",in-person,9 months
Structural Engineer,K.P.R. MILL LIMITED,"Estimation, Safety Management, Construction Management",Pune,B.Tech,"5,612.00",in-person,3 months
QA Engineer,NOVATEUR ELECTRICAL & DIGITAL SYSTEMS PRIVATE LIMITED,"Java, JavaScript, React",Mumbai,M.Sc,"5,170.00",hybrid,12 months
Cloud Architect,ADOBE SYSTEMS INDIA PRIVATE LIMITED,"Python, React, SQL, Machine Learning",Chennai,BCA,"1,797.00",hybrid,3 months
Distribution Executive,MONDELEZ INDIA FOODS PRIVATE LIMITED,"Consumer Insights, Sales, Marketing, Distribution",Delhi,M.Sc,"9,265.00",in-person,11 months
RF Engineer,ATC TELECOM INFRASTRUCTURE PRIVATE LIMITED,"Data Transmission, RF Engineering",Hyderabad,PhD,"6,077.00",in-person,8 months
QA Engineer,MUTHOOT FINANCE LIMITED,"Data Analysis, SQL, JavaScript, Cybersecurity",Bangalore,BCA,"5,035.00",hybrid,5 months
Data Analyst,MICROSOFT INDIA (R&D) PRIVATE LIMITED,"Cloud Computing, SQL",Remote,BA,"8,202.00",hybrid,9 months
Mineral Processing Engineer,JSW STEEL LIMITED,"Mining Engineering, Exploration",Lucknow,PhD,"6,264.00",online,6 months
Thermal Engineer,NTPC LIMITED,"Renewable Energy, Power Plant Operations",Bangalore,B.Sc,"2,370.00",in-person,9 months
DevOps Engineer,INTEL TECHNOLOGY INDIA PRIVATE LIMITED,"Cybersecurity, React, Python",Bangalore,BBA,"1,800.00",in-person,10 months
QA Engineer,HDB FINANCIAL SERVICES LIMITED,"Java, Python, Machine Learning, Cybersecurity",Kolkata,B.Sc,"9,552.00",hybrid,3 months
Product Manager,GODREJ CONSUMER PRODUCTS LIMITED,"Consumer Insights, Marketing",Kolkata,M.Sc,"3,027.00",hybrid,3 months
IT Support,GENPACT INDIA PRIVATE LIMITED,"Machine Learning, SQL",Bangalore,B.Sc,"6,874.00",online,9 months
Electrical Engineer,JSW ENERGY LIMITED,"Transmission, Energy Efficiency, Maintenance, Power Plant Operations",Delhi,MBA,"8,109.00",hybrid,7 months
Web Developer,HDFC SECURITIES LIMITED,"Python, JavaScript, React, DevOps",Chennai,PhD,"5,000.00",in-person,2 months
Data Analyst,PIRAMAL CAPITAL & HOUSING FINANCE LIMITED,"React, Python, Cybersecurity",Delhi,Diploma,"8,085.00",in-person,2 months
Brand Manager,PIRAMAL PHARMA LIMITED,"Marketing, Sales, Consumer Insights",Lucknow,BCA,"6,541.00",in-person,4 months
Credit Analyst,EQUITAS SMALL FINANCE BANK LIMITED,"Risk Management, Auditing",Hyderabad,BA,"9,088.00",hybrid,8 months
Consumer Insights Analyst,SERUM INSTITUTE OF INDIA PRIVATE LIMITED,"Consumer Insights, Brand Management, Sales, Marketing",Jaipur,BA,"5,662.00",in-person,9 months
Financial Analyst,MAX LIFE INSURANCE COMPANY LIMITED,"Taxation, Auditing, Investment Banking, Financial Modeling",Chennai,BBA,"4,509.00",in-person,3 months
Software Developer,PRESTIGE ESTATES PROJECTS LIMITED,"Cybersecurity, Java, SQL",Pune,B.Com,"4,206.00",in-person,9 months
Maintenance Engineer,TORRENT POWER LIMITED,"Electrical Engineering, Grid Management",Lucknow,B.Sc,"3,120.00",in-person,5 months
Retail Manager,GLENMARK PHARMACEUTICALS LIMITED,"Supply Chain, Retail Management, Brand Management, Distribution",Bangalore,BA,"4,729.00",in-person,2 months
Supply Chain Analyst,PARLE BISCUITS PRIVATE LIMITED,"Supply Chain, Marketing, Distribution, Brand Management",Pune,B.Tech,"8,749.00",online,8 months
IT Support,CAN FIN HOMES LIMITED,"JavaScript, SQL, Java",Remote,PhD,"2,512.00",in-person,4 months
Project Engineer,DEEPAK NITRITE LIMITED,"Estimation, Civil Engineering, Structural Design",Remote,B.Tech,"2,243.00",hybrid,4 months
QA Engineer,VOLTAS LIMITED,"SQL, Machine Learning",Mumbai,MBA,"9,216.00",in-person,12 months
Treasury Analyst,TAMILNAD MERCANTILE BANK LIMITED,"Financial Modeling, Financial Analysis, Risk Management, Investment Banking",Remote,MBA,"4,092.00",in-person,9 months
Distribution Executive,PIRAMAL ENTERPRISES LIMITED,"Sales, Marketing",Remote,Diploma,"6,968.00",in-person,3 months
Software Developer,L&T TECHNOLOGY SERVICES LIMITED,"Data Analysis, Machine Learning",Hyderabad,M.Sc,"9,173.00",online,3 months
Consumer Insights Analyst,USV PRIVATE LIMITED,"Supply Chain, Distribution, Product Development",Remote,B.Tech,"5,824.00",hybrid,10 months
Data Analyst,CGI INFORMATION SYSTEMS AND MANAGEMENT CONSULTANTS PRIVATE LIMITED,"Java, React",Jaipur,BA,"3,751.00",hybrid,3 months
Credit Analyst,CITY UNION BANK LIMITED,"Financial Modeling, Accounting, Taxation, Financial Analysis",Ahmedabad,BA,"5,623.00",hybrid,2 months
Quality Inspector,PKC INFRATECH LIMITED,"Safety Management, Structural Design, Surveying",Jaipur,Diploma,"4,952.00",hybrid,10 months
Relationship Manager,BANDHAN BANK LIMITED,"Wealth Management, Auditing, Financial Analysis, Accounting",Kolkata,Diploma,"5,434.00",hybrid,6 months
Mining Engineer,THE SINGARENI COLLIERIES COMPANY LIMITED,"Surveying, Geology",Jaipur,BA,"5,574.00",hybrid,9 months
Site Engineer,RAIL VIKAS NIGAM LIMITED,"Structural Design, Surveying, Construction Management, Safety Management",Pune,Diploma,"1,875.00",online,11 months
Electronics Engineer,HP INDIA SALES PRIVATE LIMITED,"Manufacturing, Embedded Systems, R&D",Hyderabad,PhD,"6,724.00",in-person,4 months
Accountant,KOTAK MAHINDRA BANK LIMITED,"Investment Banking, Loan Processing, Financial Analysis",Delhi,BA,"4,727.00",online,9 months
QA Engineer,STAR INDIA PRIVATE LIMITED,"React, Cloud Computing, Data Analysis, Cybersecurity",Mumbai,MBA,"8,380.00",online,11 months
Thermal Engineer,JAMNAGAR UTILITIES & POWER PRIVATE LIMITED,"Maintenance, Renewable Energy, Thermal Power, Transmission",Hyderabad,B.Sc,"6,902.00",in-person,12 months
Civil Engineer,PKC INFRATECH LIMITED,"Estimation, Structural Design, Surveying, Quality Control",Hyderabad,B.Com,"8,628.00",hybrid,3 months
Grid Engineer,NTPC LIMITED,"Power Plant Operations, Energy Efficiency, Grid Management",Lucknow,BA,"9,421.00",online,2 months
Data Analyst,INFO EDGE (INDIA) LIMITED,"Data Analysis, DevOps, Cybersecurity",Chennai,Diploma,"4,918.00",in-person,12 months
DevOps Engineer,AMARA RAJA ENERGY & MOBILITY LIMITED,"React, Python, Cybersecurity, Java",Ahmedabad,PhD,"8,712.00",online,12 months
Credit Analyst,SHRIRAM GENERAL INSURANCE COMPANY LIMITED,"Wealth Management, Financial Modeling, Investment Banking",Jaipur,M.Sc,"9,829.00",online,7 months
Machine Learning Engineer,KANSAI NEROLAC PAINTS LIMITED,"SQL, Cloud Computing",Pune,BCA,"8,641.00",online,5 months
Data Analyst,CYBAGE SOFTWARE PRIVATE LIMITED,"SQL, Machine Learning, JavaScript, Java",Jaipur,PhD,"2,458.00",in-person,7 months
Data Analyst,BALRAMPUR CHINI MILLS LTD,"SQL, Cloud Computing",Remote,BBA,"2,825.00",online,6 months
Software Developer,ATRIA CONVERGENCE TECHNOLOGIES LIMITED,"Python, Cloud Computing",Chennai,B.Sc,"2,159.00",hybrid,8 months
Safety Officer,FINOLEX INDUSTRIES LIMITED,"Civil Engineering, Safety Management, Estimation, Construction Management",Delhi,M.Sc,"2,410.00",online,11 months
Distribution Executive,FRIGERIO CONSERVA ALLANA PRIVATE LIMITED,"Supply Chain, Product Development, Retail Management, Consumer Insights",Remote,PhD,"2,998.00",in-person,7 months
Software Developer,GOOGLE IT SERVICES INDIA PRIVATE LIMITED,"DevOps, React, Data Analysis",Lucknow,B.Tech,"8,083.00",in-person,10 months
Inventory Analyst,GMR HYDERABAD INTERNATIONAL AIRPORT LIMITED,"Transportation, Supply Chain Management, Procurement, Inventory Management",Bangalore,B.Sc,"2,398.00",hybrid,12 months
QA Engineer,GOOGLE IT SERVICES INDIA PRIVATE LIMITED,"Python, Cybersecurity, React, JavaScript",Lucknow,B.Sc,"5,772.00",online,3 months
Machine Learning Engineer,TATA CONSULTANCY SERVICES LIMITED,"Java, DevOps, SQL, Cybersecurity",Kolkata,B.Sc,"2,601.00",hybrid,8 months
QA Engineer,STAR INDIA PRIVATE LIMITED,"React, Cloud Computing, Data Analysis, Cybersecurity",Mumbai,MBA,"8,067.00",online,11 months
Web Developer,SUN TV NETWORK LIMITED,"React, DevOps, Machine Learning",Ahmedabad,B.Tech,"1,663.00",in-person,2 months
IT Support,TECH MAHINDRA LIMITED,"SQL, Machine Learning, Python",Jaipur,B.Com,"4,022.00",hybrid,10 months
Customer Support Engineer,ATC TELECOM INFRASTRUCTURE PRIVATE LIMITED,"Wireless Communication, Data Transmission, Optical Fiber",Hyderabad,PhD,"9,856.00",online,11 months
Consumer Insights Analyst,ZYDUS LIFESCIENCES LIMITED,"Distribution, Marketing, Sales",Lucknow,B.Tech,"5,163.00",online,10 months
Software Developer,BERGER PAINTS INDIA LIMITED,"DevOps, React",Chennai,M.Sc,"1,941.00",online,12 months
Thermal Engineer,TANJORE POWER LIMITED,"Maintenance, Thermal Power, Renewable Energy",Remote,MBA,"3,588.00",hybrid,2 months
Site Engineer,RAIL VIKAS NIGAM LIMITED,"Structural Design, Surveying, Construction Management, Safety Management",Pune,Diploma,"6,962.00",in-person,4 months
QA Engineer,CGI INFORMATION SYSTEMS AND MANAGEMENT CONSULTANTS PRIVATE LIMITED,"Python, Cloud Computing, SQL, React",Kolkata,B.Tech,"8,741.00",online,9 months
Retail Manager,DIVI S LABORATORIES LIMITED,"Brand Management, Product Development, Supply Chain, Marketing",Pune,BA,"3,732.00",in-person,2 months
IT Support,BAJAJ HOLDINGS & INVESTMENT LIMITED.,"Machine Learning, SQL, Python",Jaipur,B.Com,"8,510.00",online,8 months
Data Analyst,IBM INDIA PRIVATE LIMITED,"Data Analysis, DevOps, Machine Learning, Java",Pune,BCA,"6,443.00",hybrid,11 months
IT Support,INTERNATIONAL TRACTORS LIMITED,"Java, DevOps, React, Cybersecurity",Kolkata,B.Com,"8,451.00",in-person,2 months
Project Engineer,SJVN LIMITED,"Electrical Engineering, Grid Management, Power Plant Operations",Ahmedabad,MBA,"4,322.00",in-person,5 months
IT Support,STANDARD CHARTERED GLOBAL BUSINESS SERVICES PRIVATE LIMITED,"Cloud Computing, Python, Cybersecurity",Lucknow,B.Com,"7,564.00",online,12 months
Civil Engineer,ASHOKA BUILDCON LIMITED,"Quality Control, Safety Management",Mumbai,B.Sc,"7,982.00",in-person,4 months
Civil Engineer,NCC LIMITED,"Surveying, Construction Management, Estimation, Civil Engineering",Delhi,BBA,"9,161.00",hybrid,6 months
QA Engineer,CGI INFORMATION SYSTEMS AND MANAGEMENT CONSULTANTS PRIVATE LIMITED,"Python, Cloud Computing, SQL, React",Kolkata,B.Tech,"6,684.00",hybrid,10 months
Data Analyst,YARDI SOFTWARE INDIA PRIVATE LIMITED,"Java, React, DevOps, Cloud Computing",Mumbai,B.Com,"6,005.00",online,12 months
DevOps Engineer,MACROTECH DEVELOPERS LIMITED,"Java, Python, Cybersecurity, Machine Learning",Chennai,PhD,"8,379.00",hybrid,2 months
Safety Officer,RAIL VIKAS NIGAM LIMITED,"Quality Control, Project Management, Structural Design, Estimation",Lucknow,MBA,"8,510.00",online,8 months
Machine Learning Engineer,CROMPTON GREAVES CONSUMER ELECTRICALS LIMITED,"SQL, Machine Learning, DevOps",Delhi,Diploma,"5,002.00",online,3 months
Product Manager,ADANI WILMAR LIMITED,"Supply Chain, Marketing, Distribution, Brand Management",Kolkata,B.Tech,"8,431.00",hybrid,12 months
Retail Manager,BRITANNIA INDUSTRIES LTD,"Marketing, Brand Management, Retail Management, Product Development",Mumbai,B.Tech,"5,142.00",online,5 months
Cloud Architect,FINOLEX CABLES LIMITED,"Python, DevOps, SQL, Machine Learning",Lucknow,BBA,"2,084.00",online,5 months
Software Developer,CGI INFORMATION SYSTEMS AND MANAGEMENT CONSULTANTS PRIVATE LIMITED,"DevOps, JavaScript, Data Analysis, Cloud Computing",Bangalore,BBA,"6,316.00",in-person,10 months
Credit Analyst,EQUITAS SMALL FINANCE BANK LIMITED,"Risk Management, Auditing",Hyderabad,BA,"3,776.00",online,7 months
Data Analyst,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,"DevOps, Cybersecurity",Remote,MBA,"2,195.00",hybrid,3 months
Sales Executive,TATA CONSUMER PRODUCTS LIMITED,"Brand Management, Marketing, Retail Management, Supply Chain",Hyderabad,PhD,"7,728.00",online,10 months
Software Developer,ORACLE INDIA PRIVATE LIMITED,"Python, DevOps, Data Analysis, Cloud Computing",Remote,PhD,"3,297.00",in-person,10 months
Safety Officer,INDIAN METALS AND FERRO ALLOYS LTD.,"Surveying, Mining Engineering",Remote,BA,"3,429.00",in-person,3 months
Surveyor,RAIL VIKAS NIGAM LIMITED,"Construction Management, Surveying, Safety Management, Quality Control",Ahmedabad,M.Sc,"9,215.00",online,9 months
Customer Support Engineer,INDUS TOWERS LIMITED,"Data Transmission, Wireless Communication",Kolkata,MBA,"6,965.00",hybrid,12 months
Exploration Geologist,STEEL AUTHORITY OF INDIA LIMITED,"Exploration, Environmental Compliance, Mineral Processing",Hyderabad,Diploma,"8,649.00",hybrid,6 months
Surveyor,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LIMITED,"Safety Management, Surveying, Construction Management",Pune,BA,"4,974.00",online,8 months
Web Developer,HDFC SECURITIES LIMITED,"React, Java, Cloud Computing, JavaScript",Lucknow,BA,"9,089.00",in-person,8 months
Mineral Processing Engineer,JSW STEEL LIMITED,"Mining Engineering, Exploration",Lucknow,PhD,"7,561.00",in-person,6 months
IT Support,INTERNATIONAL TRACTORS LIMITED,"Java, DevOps, React, Cybersecurity",Kolkata,B.Com,"6,625.00",in-person,12 months
Data Analyst,SBI FUNDS MANAGEMENT LIMITED,"DevOps, Machine Learning",Bangalore,M.Sc,"9,058.00",online,12 months
Electronics Engineer,APPLE INDIA PRIVATE LIMITED,"Electronics Design, Manufacturing",Pune,Diploma,"4,006.00",in-person,4 months
Mineral Processing Engineer,MAHANADI COALFIELDS LIMITED,"Safety Management, Mineral Processing, Environmental Compliance",Ahmedabad,BA,"6,199.00",hybrid,11 months
Machine Learning Engineer,STAR INDIA PRIVATE LIMITED,"Cybersecurity, React",Mumbai,BA,"8,682.00",online,6 months
Software Developer,ADANI ENTERPRISES LIMITED,"Cybersecurity, Data Analysis, React, Machine Learning",Lucknow,B.Tech,"4,381.00",in-person,9 months
Brand Manager,JUBILANT FOODWORKS LIMITED,"Product Development, Distribution, Sales",Chennai,B.Tech,"4,168.00",hybrid,3 months
DevOps Engineer,WIPRO ENTERPRISES PRIVATE LIMITED,"Python, Machine Learning, SQL",Mumbai,BCA,"4,286.00",in-person,5 months
Relationship Manager,HDFC BANK LIMITED,"Loan Processing, Financial Modeling, Auditing, Accounting",Mumbai,M.Sc,"9,252.00",in-person,9 months
Machine Learning Engineer,WNS GLOBAL SERVICES PRIVATE LIMITED,"React, Java, JavaScript",Lucknow,PhD,"5,820.00",in-person,10 months
Thermal Engineer,NUCLEAR POWER CORPORATION OF INDIA LIMITED,"Transmission, Grid Management, Renewable Energy, Electrical Engineering",Pune,Diploma,"1,617.00",hybrid,10 months
Machine Learning Engineer,CUMMINS INDIA LIMITED,"Java, DevOps",Pune,BCA,"8,882.00",online,8 months
Geologist,INOX AIR PRODUCTS PRIVATE LIMITED,"Refining, Reservoir Engineering",Ahmedabad,M.Sc,"3,140.00",online,4 months
IT Support,INTERNATIONAL TRACTORS LIMITED,"Java, DevOps, React, Cybersecurity",Kolkata,B.Com,"9,664.00",in-person,11 months
Distribution Executive,UPL LIMITED,"Brand Management, Consumer Insights, Distribution, Marketing",Bangalore,B.Tech,"5,708.00",in-person,2 months
Marketing Executive,PROCTER & GAMBLE HOME PRODUCTS PRIVATE LIMITED,"Marketing, Brand Management, Retail Management, Supply Chain",Lucknow,PhD,"1,752.00",hybrid,9 months
Inventory Analyst,GMR HYDERABAD INTERNATIONAL AIRPORT LIMITED,"Transportation, Supply Chain Management, Procurement, Inventory Management",Bangalore,B.Sc,"5,050.00",in-person,7 months
Safety Officer,HINDALCO INDUSTRIES LIMITED,"Environmental Compliance, Ore Processing, Safety Management",Delhi,BA,"1,981.00",in-person,6 months
QA Engineer,HYUNDAI MOTOR INDIA LIMITED,"Machine Learning, SQL, JavaScript, DevOps",Chennai,B.Tech,"4,185.00",hybrid,9 months
Product Manager,JOHNSON & JOHNSON PRIVATE LIMITED,"Marketing, Brand Management, Consumer Insights",Bangalore,BA,"4,051.00",online,7 months
Product Manager,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,"Retail Management, Brand Management, Consumer Insights, Supply Chain",Lucknow,PhD,"3,227.00",in-person,10 months
