candidate_skills,candidate_location,candidate_education,internship_title,internship_company,required_skills,internship_location,required_education
"Safety Management, Maintenance, Transmission Lines",Hyderabad,BCA,DevOps Engineer,JAQUAR AND COMPANY PRIVATE LIMITED,"JavaScript, Cybersecurity",Pune,B.Sc
"Safety Management, Maintenance, Transmission Lines",Hyderabad,BCA,Hardware Engineer,SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED,"Testing, Circuit Design, R&D, Quality Control",Pune,MBA
"Safety Management, Maintenance, Transmission Lines",Hyderabad,BCA,Software Developer,CGI INFORMATION SYSTEMS AND MANAGEMENT CONSULTANTS PRIVATE LIMITED,"DevOps, JavaScript, Data Analysis, Cloud Computing",Bangalore,BBA
"Safety Management, Maintenance, Transmission Lines",Hyderabad,BCA,Mineral Processing Engineer,AIA ENGINEERING LIMITED,"Mineral Processing, Exploration",Ahmedabad,M.Sc
"Exploration, Equipment Maintenance, Safety Management",Chennai,M.Sc,Cloud Architect,HAVELLS INDIA LIMITED,"JavaScript, React, Machine Learning",Pune,B.Com
"Exploration, Equipment Maintenance, Safety Management",Chennai,M.Sc,Supply Chain Analyst,PATANJALI FOODS LIMITED,"Supply Chain, Product Development, Marketing, Consumer Insights",Bangalore,BCA
"Exploration, Equipment Maintenance, Safety Management",Chennai,M.Sc,Financial Analyst,KOTAK MAHINDRA BANK LIMITED,"Investment Banking, Financial Modeling, Accounting, Auditing",Delhi,Diploma
"Exploration, Equipment Maintenance, Safety Management",Chennai,M.Sc,Surveyor,THE SUPREME INDUSTRIES LIMITED,"Quality Control, Surveying, Construction Management, Safety Management",Hyderabad,B.Sc
"Exploration, Equipment Maintenance, Safety Management",Chennai,M.Sc,Brand Manager,ABBOTT INDIA LIMITED,"Consumer Insights, Retail Management, Sales",Ahmedabad,MBA
"Exploration, Equipment Maintenance, Safety Management",Chennai,M.Sc,Web Developer,INTERNATIONAL TRACTORS LIMITED,"DevOps, React, SQL, Data Analysis",Chennai,BA
"Exploration, Equipment Maintenance, Safety Management",Chennai,M.Sc,Web Developer,TOYOTA KIRLOSKAR MOTOR PRIVATE LIMITED,"Data Analysis, DevOps",Kolkata,B.Sc
"Exploration, Equipment Maintenance, Safety Management",Chennai,M.Sc,Data Analyst,ACCENTURE SOLUTIONS PRIVATE LIMITED,"Cloud Computing, React",Ahmedabad,M.Sc
"Exploration, Equipment Maintenance, Safety Management",Chennai,M.Sc,Machine Learning Engineer,STAR INDIA PRIVATE LIMITED,"Cybersecurity, React",Mumbai,BA
"Exploration, Equipment Maintenance, Safety Management",Chennai,M.Sc,Web Developer,MRF LIMITED,"Java, Python, Cloud Computing",Lucknow,BCA
"Irrigation, Research, Pest Control",Mumbai,PhD,IT Support,SKF INDIA LIMITED,"JavaScript, DevOps",Jaipur,BBA
"Irrigation, Research, Pest Control",Mumbai,PhD,Data Analyst,PIRAMAL CAPITAL & HOUSING FINANCE LIMITED,"React, Python, Cybersecurity",Delhi,Diploma
"Irrigation, Research, Pest Control",Mumbai,PhD,IT Support,TECH MAHINDRA LIMITED,"SQL, Machine Learning, Python",Jaipur,B.Com
"Irrigation, Research, Pest Control",Mumbai,PhD,Data Analyst,ZEROIDA BROKING LIMITED,"React, Machine Learning, DevOps",Mumbai,BBA
"Irrigation, Research, Pest Control",Mumbai,PhD,Data Analyst,FINOLEX CABLES LIMITED,"Python, Cloud Computing",Bangalore,B.Sc
"Irrigation, Research, Pest Control",Mumbai,PhD,Structural Engineer,PATAKA INDUSTRIES PRIVATE LIMITED,"Estimation, Project Management",Lucknow,BA
"Irrigation, Research, Pest Control",Mumbai,PhD,Site Engineer,ATUL LIMITED,"Estimation, Surveying",Pune,B.Com
"Irrigation, Research, Pest Control",Mumbai,PhD,Process Engineer,OIL AND NATURAL GAS CORPORATION LIMITED,"Field Operations, Safety Compliance, Reservoir Engineering, Petroleum Engineering",Jaipur,PhD
"Irrigation, Research, Pest Control",Mumbai,PhD,IT Support,ICICI SECURITIES PRIMARY DEALERSHIP LIMITED,"JavaScript, SQL",Bangalore,B.Com
"Irrigation, Research, Pest Control",Mumbai,PhD,Data Analyst,MICROSOFT INDIA (R&D) PRIVATE LIMITED,"Cloud Computing, SQL",Remote,BA
"Safety Management, Geology, Mining Engineering, Exploration, Testing, Maintenance, Molding, Processing, Research, Quality Control",Ahmedabad,B.Sc,Environmental Officer,AIA ENGINEERING LIMITED,"Mineral Processing, Exploration",Lucknow,Diploma
"Safety Management, Geology, Mining Engineering, Exploration, Testing, Maintenance, Molding, Processing, Research, Quality Control",Ahmedabad,B.Sc,Cloud Architect,EDGEVERVE SYSTEMS LIMITED,"Cloud Computing, DevOps, Java",Jaipur,Diploma
"Safety Management, Geology, Mining Engineering, Exploration, Testing, Maintenance, Molding, Processing, Research, Quality Control",Ahmedabad,B.Sc,Site Engineer,WONDER CEMENT LIMITED,"Civil Engineering, Structural Design",Ahmedabad,B.Sc
"Safety Management, Geology, Mining Engineering, Exploration, Testing, Maintenance, Molding, Processing, Research, Quality Control",Ahmedabad,B.Sc,Civil Engineer,GHCL LIMITED,"Project Management, Civil Engineering, Structural Design, Surveying",Chennai,BCA
"Safety Management, Geology, Mining Engineering, Exploration, Testing, Maintenance, Molding, Processing, Research, Quality Control",Ahmedabad,B.Sc,Maintenance Engineer,WINSOL SOLAR FIELDS (POLEPALLY) PRIVATE LIMITED,"Maintenance, Energy Efficiency, Power Plant Operations",Mumbai,BBA
"Safety Management, Geology, Mining Engineering, Exploration, Testing, Maintenance, Molding, Processing, Research, Quality Control",Ahmedabad,B.Sc,Civil Engineer,PKC INFRATECH LIMITED,"Estimation, Structural Design, Surveying, Quality Control",Hyderabad,B.Com
"Safety Management, Geology, Mining Engineering, Exploration, Testing, Maintenance, Molding, Processing, Research, Quality Control",Ahmedabad,B.Sc,Reservoir Engineer,BHARAT PETROLEUM CORPORATION LIMITED,"Refining, Reservoir Engineering, Geology, Safety Compliance",Pune,PhD
"Safety Management, Geology, Mining Engineering, Exploration, Testing, Maintenance, Molding, Processing, Research, Quality Control",Ahmedabad,B.Sc,IT Support,ENDURANCE TECHNOLOGIES LIMITED,"Java, SQL, Python, JavaScript",Kolkata,MBA
"Safety Management, Geology, Mining Engineering, Exploration, Testing, Maintenance, Molding, Processing, Research, Quality Control",Ahmedabad,B.Sc,Drilling Engineer,MAHANAGAR GAS LIMITED,"Petroleum Engineering, Pipeline Maintenance, Safety Compliance",Kolkata,BCA
"Safety Management, Geology, Mining Engineering, Exploration, Testing, Maintenance, Molding, Processing, Research, Quality Control",Ahmedabad,B.Sc,Machine Learning Engineer,POWER FINANCE CORPORATION LIMITED,"Machine Learning, Data Analysis",Bangalore,M.Sc
"PCB Design, Embedded Systems, Testing, Electronics Design, Chemical Formulation, Paint Technology, Mining Operations, Geology",Chennai,B.Tech,IT Support,ENDURANCE TECHNOLOGIES LIMITED,"Java, SQL, Python, JavaScript",Kolkata,MBA
"PCB Design, Embedded Systems, Testing, Electronics Design, Chemical Formulation, Paint Technology, Mining Operations, Geology",Chennai,B.Tech,Safety Officer,INDIAN METALS AND FERRO ALLOYS LTD.,"Surveying, Mining Engineering",Remote,BA
"PCB Design, Embedded Systems, Testing, Electronics Design, Chemical Formulation, Paint Technology, Mining Operations, Geology",Chennai,B.Tech,Petroleum Engineer,GAIL (INDIA) LIMITED,"Safety Compliance, Reservoir Engineering, Refining, Pipeline Maintenance",Remote,B.Com
"PCB Design, Embedded Systems, Testing, Electronics Design, Chemical Formulation, Paint Technology, Mining Operations, Geology",Chennai,B.Tech,Surveyor,IREL (INDIA) LIMITED,"Safety Management, Geology",Bangalore,MBA
"PCB Design, Embedded Systems, Testing, Electronics Design, Chemical Formulation, Paint Technology, Mining Operations, Geology",Chennai,B.Tech,Consumer Insights Analyst,NIRMA LIMITED,"Product Development, Marketing",Remote,PhD
"PCB Design, Embedded Systems, Testing, Electronics Design, Chemical Formulation, Paint Technology, Mining Operations, Geology",Chennai,B.Tech,Cloud Architect,VENCO RESEARCH AND BREEDING FARM PRIVATE LIMITED,"DevOps, Python, React",Pune,BCA
"PCB Design, Embedded Systems, Testing, Electronics Design, Chemical Formulation, Paint Technology, Mining Operations, Geology",Chennai,B.Tech,Data Analyst,MICROSOFT INDIA (R&D) PRIVATE LIMITED,"Cloud Computing, SQL",Remote,BA
"PCB Design, Embedded Systems, Testing, Electronics Design, Chemical Formulation, Paint Technology, Mining Operations, Geology",Chennai,B.Tech,Surveyor,ARCELORMITTAL NIPPON STEEL INDIA LIMITED,"Mineral Processing, Geology, Surveying, Mining Engineering",Pune,BCA
"PCB Design, Embedded Systems, Testing, Electronics Design, Chemical Formulation, Paint Technology, Mining Operations, Geology",Chennai,B.Tech,Safety Officer,KARNATAKA RURAL INFRASTRUCTURE DEVELOPMENT LIMITED,"Structural Design, Construction Management, Estimation",Delhi,B.Tech
"PCB Design, Embedded Systems, Testing, Electronics Design, Chemical Formulation, Paint Technology, Mining Operations, Geology",Chennai,B.Tech,Geologist,JSW STEEL COATED PRODUCTS LIMITED,"Surveying, Mineral Processing, Ore Processing",Pune,BA
"Assembly Line, Mechanical Design, Environmental Management, Soil Science",Jaipur,M.Sc,Safety Officer,INDRAPRASTHA GAS LIMITED,"Reservoir Engineering, Pipeline Maintenance, Refining, Geology",Hyderabad,B.Com
"Assembly Line, Mechanical Design, Environmental Management, Soil Science",Jaipur,M.Sc,Product Manager,ABBOTT INDIA LIMITED,"Product Development, Distribution, Retail Management, Marketing",Chennai,PhD
"Assembly Line, Mechanical Design, Environmental Management, Soil Science",Jaipur,M.Sc,Cloud Architect,ADITYA BIRLA FINANCE LIMITED,"Cybersecurity, Java, React, Data Analysis",Delhi,M.Sc
"Assembly Line, Mechanical Design, Environmental Management, Soil Science",Jaipur,M.Sc,Machine Learning Engineer,ORACLE FINANCIAL SERVICES SOFTWARE LIMITED,"Data Analysis, Machine Learning, React",Mumbai,BBA
"Assembly Line, Mechanical Design, Environmental Management, Soil Science",Jaipur,M.Sc,Design Engineer,ADANI POWER LIMITED,"Transmission, Maintenance",Mumbai,BCA
"Assembly Line, Mechanical Design, Environmental Management, Soil Science",Jaipur,M.Sc,QA Engineer,BAGMANE DEVELOPERS PRIVATE LIMITED,"Cybersecurity, Machine Learning, Cloud Computing, Java",Bangalore,PhD
"Assembly Line, Mechanical Design, Environmental Management, Soil Science",Jaipur,M.Sc,Project Engineer,THE ASSOCIATED BUILDING COMPANY LIMITED,"Project Management, Structural Design, Civil Engineering",Remote,Diploma
"Assembly Line, Mechanical Design, Environmental Management, Soil Science",Jaipur,M.Sc,Risk Analyst,AXIS BANK LIMITED,"Financial Analysis, Investment Banking, Taxation",Delhi,B.Com
"Assembly Line, Mechanical Design, Environmental Management, Soil Science",Jaipur,M.Sc,IT Support,ENDURANCE TECHNOLOGIES LIMITED,"Java, SQL, Python, JavaScript",Kolkata,MBA
"Assembly Line, Mechanical Design, Environmental Management, Soil Science",Jaipur,M.Sc,Mining Engineer,JINDAL SAW LIMITED,"Mining Engineering, Environmental Compliance",Delhi,B.Sc
"Production, Environmental Compliance, Research, Video Editing, Loan Processing, Investment",Lucknow,PhD,Marketing Executive,PROCTER & GAMBLE HOME PRODUCTS PRIVATE LIMITED,"Marketing, Brand Management, Retail Management, Supply Chain",Lucknow,PhD
"Production, Environmental Compliance, Research, Video Editing, Loan Processing, Investment",Lucknow,PhD,Cloud Architect,HAVELLS INDIA LIMITED,"JavaScript, React, Machine Learning",Pune,B.Com
"Production, Environmental Compliance, Research, Video Editing, Loan Processing, Investment",Lucknow,PhD,Software Developer,ATRIA CONVERGENCE TECHNOLOGIES LIMITED,"Python, Cloud Computing",Chennai,B.Sc
"Production, Environmental Compliance, Research, Video Editing, Loan Processing, Investment",Lucknow,PhD,Financial Analyst,BAJAJ ALLIANZ GENERAL INSURANCE COMPANY LIMITED,"Financial Modeling, Wealth Management, Investment Banking",Pune,BBA
"Production, Environmental Compliance, Research, Video Editing, Loan Processing, Investment",Lucknow,PhD,Web Developer,INFOSYS LIMITED,"Java, Data Analysis, React",Delhi,BCA
"Production, Environmental Compliance, Research, Video Editing, Loan Processing, Investment",Lucknow,PhD,Distribution Executive,PROCTER & GAMBLE HOME PRODUCTS PRIVATE LIMITED,"Brand Management, Marketing, Product Development, Distribution",Bangalore,MBA
"Production, Environmental Compliance, Research, Video Editing, Loan Processing, Investment",Lucknow,PhD,Site Engineer,SAINT-GOBAIN INDIA PRIVATE LIMITED,"Project Management, Estimation, Surveying",Mumbai,B.Tech
"Production, Environmental Compliance, Research, Video Editing, Loan Processing, Investment",Lucknow,PhD,Product Manager,ABBOTT INDIA LIMITED,"Product Development, Distribution, Retail Management, Marketing",Chennai,PhD
"Production, Environmental Compliance, Research, Video Editing, Loan Processing, Investment",Lucknow,PhD,IT Support,MUSIGMA BUSINESS SOLUTIONS PRIVATE LIMITED,"SQL, DevOps",Remote,M.Sc
"Production, Environmental Compliance, Research, Video Editing, Loan Processing, Investment",Lucknow,PhD,Relationship Manager,RBL BANK LIMITED,"Risk Management, Auditing, Taxation, Financial Modeling",Hyderabad,MBA
"Inventory Management, Retail Operations, Sales, Avionics, Quality Control",Hyderabad,MBA,Mineral Processing Engineer,MAHANADI COALFIELDS LIMITED,"Geology, Safety Management, Mining Engineering, Ore Processing",Kolkata,B.Sc
"Inventory Management, Retail Operations, Sales, Avionics, Quality Control",Hyderabad,MBA,Machine Learning Engineer,ESCORTS KUBOTA LIMITED,"Machine Learning, Data Analysis, Python, SQL",Chennai,BBA
"Inventory Management, Retail Operations, Sales, Avionics, Quality Control",Hyderabad,MBA,Network Engineer,BHARTI TELEMEDIA LIMITED,"Wireless Communication, IoT, RF Engineering, Network Engineering",Chennai,B.Tech
"Inventory Management, Retail Operations, Sales, Avionics, Quality Control",Hyderabad,MBA,Mining Engineer,ARCELORMITTAL NIPPON STEEL INDIA LIMITED,"Exploration, Mineral Processing",Jaipur,BCA
"Inventory Management, Retail Operations, Sales, Avionics, Quality Control",Hyderabad,MBA,Safety Officer,GUJARAT GAS LIMITED,"Field Operations, Refining, Reservoir Engineering",Mumbai,BBA
"Inventory Management, Retail Operations, Sales, Avionics, Quality Control",Hyderabad,MBA,Construction Manager,DEEPAK NITRITE LIMITED,"Construction Management, Estimation",Mumbai,Diploma
"Inventory Management, Retail Operations, Sales, Avionics, Quality Control",Hyderabad,MBA,Credit Analyst,TATA AIG GENERAL INSURANCE COMPANY LIMITED,"Taxation, Financial Analysis, Investment Banking, Loan Processing",Remote,Diploma
"Inventory Management, Retail Operations, Sales, Avionics, Quality Control",Hyderabad,MBA,Marketing Executive,EVEREST FOOD PRODUCTS PRIVATE LIMITED,"Product Development, Brand Management",Pune,B.Tech
"Inventory Management, Retail Operations, Sales, Avionics, Quality Control",Hyderabad,MBA,Distribution Executive,MONDELEZ INDIA FOODS PRIVATE LIMITED,"Consumer Insights, Sales, Marketing, Distribution",Delhi,M.Sc
"Inventory Management, Retail Operations, Sales, Avionics, Quality Control",Hyderabad,MBA,DevOps Engineer,SOCIETE GENERALE SECURITIES INDIA PRIVATE LIMITED,"Java, Python, React",Delhi,MBA
"Structural Design, Surveying, Safety Management, Estimation, Risk Management, Project Management, Operations Management",Chennai,BCA,Cloud Architect,SBI CARDS AND PAYMENT SERVICES LIMITED,"JavaScript, Java",Mumbai,M.Sc
"Structural Design, Surveying, Safety Management, Estimation, Risk Management, Project Management, Operations Management",Chennai,BCA,Supply Chain Analyst,UNITED SPIRITS LIMITED,"Consumer Insights, Brand Management",Jaipur,B.Tech
"Structural Design, Surveying, Safety Management, Estimation, Risk Management, Project Management, Operations Management",Chennai,BCA,Sales Executive,ADANI WILMAR LIMITED,"Distribution, Product Development",Bangalore,B.Sc
"Structural Design, Surveying, Safety Management, Estimation, Risk Management, Project Management, Operations Management",Chennai,BCA,Grid Engineer,POWER GRID CORPORATION OF INDIA LIMITED,"Thermal Power, Renewable Energy, Electrical Engineering",Delhi,B.Tech
"Structural Design, Surveying, Safety Management, Estimation, Risk Management, Project Management, Operations Management",Chennai,BCA,Surveyor,ODISHA MINING CORPORATION LIMITED,"Mineral Processing, Mining Engineering, Geology",Kolkata,B.Com
"Structural Design, Surveying, Safety Management, Estimation, Risk Management, Project Management, Operations Management",Chennai,BCA,IT Support,HSBC ELECTRONIC DATA PROCESSING INDIA PRIVATE LIMITED,"Machine Learning, React, Python, DevOps",Chennai,BCA
"Structural Design, Surveying, Safety Management, Estimation, Risk Management, Project Management, Operations Management",Chennai,BCA,Sales Executive,AJANTA PHARMA LIMITED,"Consumer Insights, Sales",Lucknow,M.Sc
"Structural Design, Surveying, Safety Management, Estimation, Risk Management, Project Management, Operations Management",Chennai,BCA,Web Developer,TOYOTA KIRLOSKAR MOTOR PRIVATE LIMITED,"Data Analysis, React, JavaScript",Hyderabad,BCA
"Structural Design, Surveying, Safety Management, Estimation, Risk Management, Project Management, Operations Management",Chennai,BCA,Ore Processing Technician,ORISSA METALIKS PRIVATE LIMITED,"Ore Processing, Geology",Hyderabad,B.Com
"Structural Design, Surveying, Safety Management, Estimation, Risk Management, Project Management, Operations Management",Chennai,BCA,Machine Learning Engineer,KANSAI NEROLAC PAINTS LIMITED,"SQL, Cloud Computing",Pune,BCA
"Safety Compliance, Field Operations, Risk Management, Operations Management",Mumbai,M.Sc,Data Analyst,INFO EDGE (INDIA) LIMITED,"SQL, Machine Learning, Java, DevOps",Lucknow,BBA
"Safety Compliance, Field Operations, Risk Management, Operations Management",Mumbai,M.Sc,QA Engineer,KOTAK SECURITIES LIMITED,"React, DevOps",Bangalore,Diploma
"Safety Compliance, Field Operations, Risk Management, Operations Management",Mumbai,M.Sc,Data Analyst,BALRAMPUR CHINI MILLS LTD,"SQL, Cloud Computing",Remote,BBA
"Safety Compliance, Field Operations, Risk Management, Operations Management",Mumbai,M.Sc,System Integrator,STERLITE TECHNOLOGIES LIMITED,"5G Technology, Optical Fiber",Remote,Diploma
"Safety Compliance, Field Operations, Risk Management, Operations Management",Mumbai,M.Sc,Financial Analyst,MAX LIFE INSURANCE COMPANY LIMITED,"Taxation, Auditing, Investment Banking, Financial Modeling",Chennai,BBA
"Safety Compliance, Field Operations, Risk Management, Operations Management",Mumbai,M.Sc,Supply Chain Analyst,MICRO LABS LIMITED,"Supply Chain, Product Development, Retail Management",Hyderabad,Diploma
"Safety Compliance, Field Operations, Risk Management, Operations Management",Mumbai,M.Sc,Surveyor,RASHMI CEMENT LIMITED,"Surveying, Estimation, Quality Control, Structural Design",Jaipur,BCA
"Safety Compliance, Field Operations, Risk Management, Operations Management",Mumbai,M.Sc,Product Manager,SUVEN PHARMACEUTICALS LIMITED,"Consumer Insights, Retail Management, Supply Chain",Remote,B.Sc
"Safety Compliance, Field Operations, Risk Management, Operations Management",Mumbai,M.Sc,Field Engineer,GUJARAT STATE PETRONET LIMITED,"Reservoir Engineering, Drilling Operations, Field Operations",Kolkata,Diploma
"Safety Compliance, Field Operations, Risk Management, Operations Management",Mumbai,M.Sc,Distribution Executive,DABUR INDIA LIMITED,"Retail Management, Product Development, Sales",Mumbai,B.Sc
"Quality Control, Environmental Management, Soil Science, Research, Financial Analysis, Accounting, Trading",Hyderabad,PhD,QA Engineer,GENPACT INDIA PRIVATE LIMITED,"JavaScript, SQL, Machine Learning",Hyderabad,BBA
"Quality Control, Environmental Management, Soil Science, Research, Financial Analysis, Accounting, Trading",Hyderabad,PhD,DevOps Engineer,CITICORP SERVICES INDIA PRIVATE LIMITED,"Python, Cybersecurity, Java",Remote,BCA
"Quality Control, Environmental Management, Soil Science, Research, Financial Analysis, Accounting, Trading",Hyderabad,PhD,Project Engineer,THE ASSOCIATED BUILDING COMPANY LIMITED,"Quality Control, Estimation",Ahmedabad,BA
"Quality Control, Environmental Management, Soil Science, Research, Financial Analysis, Accounting, Trading",Hyderabad,PhD,Sales Executive,MANKIND PHARMA LIMITED,"Retail Management, Brand Management, Product Development",Pune,B.Com
"Quality Control, Environmental Management, Soil Science, Research, Financial Analysis, Accounting, Trading",Hyderabad,PhD,Software Developer,CUMMINS INDIA LIMITED,"Cloud Computing, Data Analysis",Ahmedabad,PhD
"Quality Control, Environmental Management, Soil Science, Research, Financial Analysis, Accounting, Trading",Hyderabad,PhD,Product Manager,PROCTER & GAMBLE HOME PRODUCTS PRIVATE LIMITED,"Consumer Insights, Marketing, Product Development",Bangalore,BBA
"Quality Control, Environmental Management, Soil Science, Research, Financial Analysis, Accounting, Trading",Hyderabad,PhD,Product Manager,GLAND PHARMA LTD,"Marketing, Distribution, Supply Chain, Retail Management",Ahmedabad,B.Com
"Quality Control, Environmental Management, Soil Science, Research, Financial Analysis, Accounting, Trading",Hyderabad,PhD,Cloud Architect,VENCO RESEARCH AND BREEDING FARM PRIVATE LIMITED,"DevOps, Python, React",Pune,BCA
"Quality Control, Environmental Management, Soil Science, Research, Financial Analysis, Accounting, Trading",Hyderabad,PhD,Structural Engineer,KNR CONSTRUCTIONS LIMITED,"Safety Management, Surveying, Civil Engineering, Project Management",Remote,MBA
"Quality Control, Environmental Management, Soil Science, Research, Financial Analysis, Accounting, Trading",Hyderabad,PhD,Cloud Architect,KARNAVATI AVIATION PRIVATE LIMITED,"SQL, Java, DevOps",Ahmedabad,BA
"Refining, Reservoir Engineering, R&D, Testing",Ahmedabad,Diploma,Web Developer,DELL INTERNATIONAL SERVICES INDIA PRIVATE LIMITED,"JavaScript, DevOps",Kolkata,B.Sc
"Refining, Reservoir Engineering, R&D, Testing",Ahmedabad,Diploma,Consumer Insights Analyst,APOLLO HOSPITALS ENTERPRISE LIMITED,"Marketing, Product Development",Mumbai,BCA
"Refining, Reservoir Engineering, R&D, Testing",Ahmedabad,Diploma,Quality Inspector,THE SUPREME INDUSTRIES LIMITED,"Civil Engineering, Construction Management, Safety Management, Structural Design",Pune,BBA
"Refining, Reservoir Engineering, R&D, Testing",Ahmedabad,Diploma,Construction Manager,MSPL LIMITED,"Construction Management, Estimation, Civil Engineering",Lucknow,B.Tech
"Refining, Reservoir Engineering, R&D, Testing",Ahmedabad,Diploma,Safety Officer,FINOLEX INDUSTRIES LIMITED,"Civil Engineering, Safety Management, Estimation, Construction Management",Delhi,M.Sc
"Refining, Reservoir Engineering, R&D, Testing",Ahmedabad,Diploma,Construction Manager,MODERN ROAD MAKERS P LTD,"Construction Management, Quality Control, Surveying",Chennai,Diploma
"Refining, Reservoir Engineering, R&D, Testing",Ahmedabad,Diploma,IT Support,VENCO RESEARCH AND BREEDING FARM PRIVATE LIMITED,"JavaScript, Cybersecurity, Python, Machine Learning",Delhi,B.Sc
"Refining, Reservoir Engineering, R&D, Testing",Ahmedabad,Diploma,Data Analyst,BAJAJ HOUSING FINANCE LIMITED,"DevOps, Python, Java, Data Analysis",Jaipur,B.Tech
"Refining, Reservoir Engineering, R&D, Testing",Ahmedabad,Diploma,DevOps Engineer,AMARA RAJA ENERGY & MOBILITY LIMITED,"Data Analysis, Cybersecurity, Cloud Computing",Kolkata,B.Sc
"Refining, Reservoir Engineering, R&D, Testing",Ahmedabad,Diploma,Marketing Executive,EVEREST FOOD PRODUCTS PRIVATE LIMITED,"Product Development, Brand Management",Pune,B.Tech
"Environmental Compliance, Drilling, Equipment Maintenance, Surveying, Retail Management, Brand Management, Sales, Product Development",Jaipur,MBA,Exploration Geologist,NATIONAL ALUMINIUM CO LTD,"Geology, Mining Engineering, Exploration, Surveying",Delhi,MBA
"Environmental Compliance, Drilling, Equipment Maintenance, Surveying, Retail Management, Brand Management, Sales, Product Development",Jaipur,MBA,Project Engineer,SHREE RAMKRISHNA EXPORTS PRIVATE LIMITED,"Construction Management, Quality Control, Surveying, Safety Management",Kolkata,Diploma
"Environmental Compliance, Drilling, Equipment Maintenance, Surveying, Retail Management, Brand Management, Sales, Product Development",Jaipur,MBA,Web Developer,EDELWEISS ASSET RECONSTRUCTION COMPANY LIMITED,"SQL, DevOps, Java",Delhi,PhD
"Environmental Compliance, Drilling, Equipment Maintenance, Surveying, Retail Management, Brand Management, Sales, Product Development",Jaipur,MBA,Software Developer,BAJAJ HOLDINGS & INVESTMENT LIMITED.,"DevOps, Python, Data Analysis, Cloud Computing",Lucknow,Diploma
"Environmental Compliance, Drilling, Equipment Maintenance, Surveying, Retail Management, Brand Management, Sales, Product Development",Jaipur,MBA,Sales Executive,AVENUE SUPERMARTS LIMITED,"Distribution, Sales",Jaipur,Diploma
"Environmental Compliance, Drilling, Equipment Maintenance, Surveying, Retail Management, Brand Management, Sales, Product Development",Jaipur,MBA,IT Support,MUSIGMA BUSINESS SOLUTIONS PRIVATE LIMITED,"SQL, DevOps",Remote,M.Sc
"Environmental Compliance, Drilling, Equipment Maintenance, Surveying, Retail Management, Brand Management, Sales, Product Development",Jaipur,MBA,Data Analyst,INGRAM MICRO INDIA PRIVATE LIMITED,"React, Machine Learning, DevOps, Java",Mumbai,BBA
"Environmental Compliance, Drilling, Equipment Maintenance, Surveying, Retail Management, Brand Management, Sales, Product Development",Jaipur,MBA,Web Developer,PERSISTENT SYSTEMS LIMITED,"Cloud Computing, React, Java, Cybersecurity",Remote,BCA
"Environmental Compliance, Drilling, Equipment Maintenance, Surveying, Retail Management, Brand Management, Sales, Product Development",Jaipur,MBA,Brand Manager,GLENMARK PHARMACEUTICALS LIMITED,"Brand Management, Marketing, Product Development, Distribution",Kolkata,BA
"Environmental Compliance, Drilling, Equipment Maintenance, Surveying, Retail Management, Brand Management, Sales, Product Development",Jaipur,MBA,Construction Manager,AARTI INDUSTRIES LTD,"Safety Management, Estimation, Project Management, Civil Engineering",Ahmedabad,M.Sc
"Environmental Compliance, Geology, Mining Engineering, Sales, Marketing, Supply Chain, Customer Service, Supply Chain Management, Freight Management, Inventory Management",Hyderabad,MBA,QA Engineer,ZEE ENTERTAINMENT ENTERPRISES LIMITED,"Java, Cloud Computing, React",Remote,Diploma
"Environmental Compliance, Geology, Mining Engineering, Sales, Marketing, Supply Chain, Customer Service, Supply Chain Management, Freight Management, Inventory Management",Hyderabad,MBA,Surveyor,ARCELORMITTAL NIPPON STEEL INDIA LIMITED,"Mineral Processing, Geology, Surveying, Mining Engineering",Pune,BCA
"Environmental Compliance, Geology, Mining Engineering, Sales, Marketing, Supply Chain, Customer Service, Supply Chain Management, Freight Management, Inventory Management",Hyderabad,MBA,Exploration Geologist,AIA ENGINEERING LIMITED,"Surveying, Exploration",Hyderabad,BCA
"Environmental Compliance, Geology, Mining Engineering, Sales, Marketing, Supply Chain, Customer Service, Supply Chain Management, Freight Management, Inventory Management",Hyderabad,MBA,DevOps Engineer,DELOITTE CONSULTING INDIA PRIVATE LIMITED,"Java, Python, JavaScript, Machine Learning",Mumbai,B.Com
"Environmental Compliance, Geology, Mining Engineering, Sales, Marketing, Supply Chain, Customer Service, Supply Chain Management, Freight Management, Inventory Management",Hyderabad,MBA,Sales Executive,AJANTA PHARMA LIMITED,"Consumer Insights, Sales",Lucknow,M.Sc
"Environmental Compliance, Geology, Mining Engineering, Sales, Marketing, Supply Chain, Customer Service, Supply Chain Management, Freight Management, Inventory Management",Hyderabad,MBA,IT Support,NOVATEUR ELECTRICAL & DIGITAL SYSTEMS PRIVATE LIMITED,"Cloud Computing, Machine Learning",Kolkata,B.Tech
"Environmental Compliance, Geology, Mining Engineering, Sales, Marketing, Supply Chain, Customer Service, Supply Chain Management, Freight Management, Inventory Management",Hyderabad,MBA,Civil Engineer,BRAHMAPUTRA CRACKER AND POLYMER LIMITED,"Estimation, Surveying",Delhi,MBA
"Environmental Compliance, Geology, Mining Engineering, Sales, Marketing, Supply Chain, Customer Service, Supply Chain Management, Freight Management, Inventory Management",Hyderabad,MBA,Consumer Insights Analyst,USV PRIVATE LIMITED,"Supply Chain, Distribution, Product Development",Remote,B.Tech
